##############################################################################
                            PAGE RANK ALGORITHM                               
##############################################################################

This program computes the Page Rank of a network of airports and flights
Page Rank algorithm uses the following parameters:
	 - MAX_ITERATIONS = 100
	 - DAMPING_FACTOR = 0.85
	 - EPSILON = 1e-05

##############################################################################

Reading Airport file from airports.txt
There were 5740 airports with a valid IATA code
There were 1923 airports with an invalid IATA code

Reading Routes file from routes.txt
There were 68292 valid routes
There were 528 invalid routes

##############################################################################

Results:
Rank	IATA	PageRank	Name
2020	WRZ 	0.00017422	Wirawila Airport, Sri Lanka
2021	BBM 	0.00017422	Battambang Airport, Cambodia
2022	TEZ 	0.00017422	Tezpur Airport, India
2023	BZL 	0.00017422	Barisal Airport, Bangladesh
2024	OUI 	0.00017422	Ban Huoeisay Airport, Laos
2025	KON 	0.00017422	Kontum Airport, Vietnam
2026	MEY 	0.00017422	Meghauli Airport, Nepal
2027	HAQ 	0.00017422	Hanimaadhoo Airport, Maldives
2028	LIW 	0.00017422	Loikaw Airport, Burma
2029	MNU 	0.00017422	Mawlamyine Airport, Burma
2030	BSX 	0.00017422	Pathein Airport, Burma
2031	PKK 	0.00017422	Pakhokku Airport, Burma
2032	SWQ 	0.00017422	Sumbawa Besar Airport, Indonesia
2033	BUI 	0.00017422	Bokondini Airport, Indonesia
2034	SEH 	0.00017422	Senggeh Airport, Indonesia
2035	TJS 	0.00017422	Tanjung Harapan Airport, Indonesia
2036	TJG 	0.00017422	Warukin Airport, Indonesia
2037	ARD 	0.00017422	Mali Airport, Indonesia
2038	BLG 	0.00017422	Belaga Airport, Malaysia
2039	TMG 	0.00017422	Tomanggong Airport, Malaysia
2040	HLP 	0.00017422	Halim Perdanakusuma International Airport, Indonesia
2041	SQG 	0.00017422	Susilo Airport, Indonesia
2042	PDO 	0.00017422	Pendopo Airport, Indonesia
2043	LBW 	0.00017422	Long Bawan Airport, Indonesia
2044	NNX 	0.00017422	Nunukan Airport, Indonesia
2045	GYL 	0.00017422	Argyle Airport, Australia
2046	BDD 	0.00017422	Badu Island Airport, Australia
2047	BRK 	0.00017422	Bourke Airport, Australia
2048	GIC 	0.00017422	Boigu Airport, Australia
2049	OKY 	0.00017422	Oakey Airport, Australia
2050	BLT 	0.00017422	Blackwater Airport, Australia
2051	CVQ 	0.00017422	Carnarvon Airport, Australia
2052	CNC 	0.00017422	Coconut Island Airport, Australia
2053	CTN 	0.00017422	Cooktown Airport, Australia
2054	CNB 	0.00017422	Coonamble Airport, Australia
2055	NLF 	0.00017422	Darnley Island Airport, Australia
2056	HOK 	0.00017422	Hooker Creek Airport, Australia
2057	KAX 	0.00017422	Kalbarri Airport, Australia
2058	KFG 	0.00017422	Kalkgurung Airport, Australia
2059	KRB 	0.00017422	Karumba Airport, Australia
2060	KUG 	0.00017422	Kubin Airport, Australia
2061	LNO 	0.00017422	Leonora Airport, Australia
2062	LEL 	0.00017422	Lake Evella Airport, Australia
2063	LHG 	0.00017422	Lightning Ridge Airport, Australia
2064	LER 	0.00017422	Leinster Airport, Australia
2065	LVO 	0.00017422	Laverton Airport, Australia
2066	UBB 	0.00017422	Mabuiag Island Airport, Australia
2067	MKR 	0.00017422	Meekatharra Airport, Australia
2068	MMG 	0.00017422	Mount Magnet Airport, Australia
2069	MYI 	0.00017422	Murray Island Airport, Australia
2070	MBH 	0.00017422	Maryborough Airport, Australia
2071	PMK 	0.00017422	Palm Island Airport, Australia
2072	RAM 	0.00017422	Ramingining Airport, Australia
2073	MJK 	0.00017422	Shark Bay Airport, Australia
2074	SBR 	0.00017422	Saibai Island Airport, Australia
2075	SRN 	0.00017422	Strahan Airport, Australia
2076	TCA 	0.00017422	Tennant Creek Airport, Australia
2077	VCD 	0.00017422	Victoria River Downs Airport, Australia
2078	SYU 	0.00017422	Warraber Island Airport, Australia
2079	WUN 	0.00017422	Wiluna Airport, Australia
2080	WOL 	0.00017422	Wollongong Airport, Australia
2081	OKR 	0.00017422	Yorke Island Airport, Australia
2082	XMY 	0.00017422	Yam Island Airport, Australia
2083	AKA 	0.00017422	Ankang Airport, China
2084	HZG 	0.00017422	Hanzhong Airport, China
2085	AVK 	0.00017422	Arvaikheer Airport, Mongolia
2086	IQM 	0.00017422	Qiemo Airport, China
2087	WME 	0.00017422	Mount Keith, Australia
2088	LRV 	0.00017422	Gran Roque Airport, Venezuela
2089	IOR 	0.00017422	Inishmore Airport, Ireland
2090	NNR 	0.00017422	Connemara Regional Airport, Ireland
2091	GTI 	0.00017422	Guettin MecklenburgVorpommern Germany, Germany
2092	NBB 	0.00017422	Berezovo, Russia
2093	ORH 	0.00017422	Worcester Regional Airport, United States
2094	ZVE 	0.00017422	New Haven Rail Station, United States
2095	XOZ 	0.00017422	Doha Free Zone Airport, Qatar
2096	PWT 	0.00017422	Bremerton National, United States
2097	SPW 	0.00017422	Spencer Muni, United States
2098	JEF 	0.00017422	Jefferson City Memorial Airport, United States
2099	GCW 	0.00017422	Grand Canyon West Airport, United States
2100	BLD 	0.00017422	Boulder City Municipal Airport, United States
2101	UNT 	0.00017422	Unst Airport, United Kingdom
2102	%u0 	0.00017422	Magas, Russia
2103	SUI 	0.00017422	Sukhumi Dranda, Georgia
2104	TBW 	0.00017422	Tambow, Russia
2105	OBN 	0.00017422	Oban Airport, United Kingdom
2106	CVF 	0.00017422	Courchevel Airport, France
2107	FUL 	0.00017422	Fullerton Municipal Airport, United States
2108	FWM 	0.00017422	Fort William Heliport, United Kingdom
2109	JPU 	0.00017422	La Defense Heliport, France
2110	RRA 	0.00017422	Ronda Airport, Spain
2111	PME 	0.00017422	Portsmouth Airport, United Kingdom
2112	DAQ 	0.00017422	Daqing Saertu Airport, China
2113	QNC 	0.00017422	Neuchatel Airport, Switzerland
2114	ZJI 	0.00017422	Locarno Airport, Switzerland
2115	1OH 	0.00017422	Fortman Airport, United States
2116	BN1 	0.00017422	Bellona, Solomon Islands
2117	RIN 	0.00017422	Ringi Cove Airport, Solomon Islands
2118	ARE 	0.00017422	Antonio Juarbe Pol Airport, Puerto Rico
2119	AGE 	0.00017422	Wangerooge Airport, Germany
2120	OSH 	0.00017422	Wittman Regional Airport, United States
2121	TNL 	0.00017422	Ternopol, Ukraine
2122	CEJ 	0.00017422	Chernigov, Ukraine
2123	UKC 	0.00017422	Lutsk, Ukraine
2124	BEH 	0.00017422	Southwest Michigan Regional Airport, United States
2125	UES 	0.00017422	Waukesha County Airport, United States
2126	NOA 	0.00017422	Nowra Airport, Australia
2127	KTR 	0.00017422	Tindal Airport, Australia
2128	10C 	0.00017422	Galt Field Airport, United States
2129	X01 	0.00017422	Everglades Airpark, United States
2130	MRQ 	0.00017422	Marinduque Airport, Philippines
2131	HDM 	0.00017422	Hamadan Airport, Iran
2132	LSS 	0.00017422	Terre-de-Haut Airport, Guadeloupe
2133	YEI 	0.00017422	Yenisehir Airport, Turkey
2134	CKZ 	0.00017422	Canakkale Airport, Turkey
2135	BHG 	0.00017422	Brus Laguna Airport, Honduras
2136	TOG 	0.00017422	Togiak Airport, United States
2137	KVC 	0.00017422	King Cove Airport, United States
2138	KNW 	0.00017422	New Stuyahok Airport, United States
2139	SLV 	0.00017422	Shimla Airport, India
2140	TBH 	0.00017422	Romblon Airport, Philippines
2141	KPC 	0.00017422	Port Clarence Coast Guard Station, United States
2142	OMC 	0.00017422	Ormoc Airport, Philippines
2143	ELA 	0.00017422	Naypyidaw, Burma
2144	ZXB 	0.00017422	Jan Mayensfield, Norway
2145	HHA 	0.00017422	Huanghua Intl, China
2146	OXR 	0.00017422	Oxnard - Ventura County, United States
2147	KNC 	0.00017422	Jinggangshan, China
2148	ZBP 	0.00017422	Penn Station, United States
2149	ZYP 	0.00017422	Penn Station, United States
2150	NIU 	0.00017422	Niau, French Polynesia
2151	SCH 	0.00017422	Stratton ANGB - Schenectady County Airpor, United States
2152	LGO 	0.00017422	Langeoog Airport, Germany
2153	FNE 	0.00017422	Fane Airport, Papua New Guinea
2154	ITK 	0.00017422	Itokama Airport, Papua New Guinea
2155	ONB 	0.00017422	Ononge Airport, Papua New Guinea
2156	TPI 	0.00017422	Tapini Airport, Papua New Guinea
2157	AGL 	0.00017422	Wanigela Airport, Papua New Guinea
2158	WTP 	0.00017422	Woitape Airport, Papua New Guinea
2159	AWB 	0.00017422	Awaba Airport, Papua New Guinea
2160	TFM 	0.00017422	Telefomin Airport, Papua New Guinea
2161	NLP 	0.00017422	Nelspruit Airport, South Africa
2162	CKC 	0.00017422	Cherkassy, Ukraine
2163	UST 	0.00017422	St. Augustine Airport, United States
2164	NLV 	0.00017422	Mykolaiv International Airport, Ukraine
2165	RHP 	0.00017422	Ramechhap, Nepal
2166	ISM 	0.00017422	Kissimmee Gateway Airport, United States
2167	LCQ 	0.00017422	Lake City Municipal Airport, United States
2168	LGU 	0.00017422	Logan-Cache, United States
2169	BMC 	0.00017422	Brigham City, United States
2170	MLD 	0.00017422	Malad City, United States
2171	GSS 	0.00017422	Sabi Sabi Airport, South Africa
2172	ZFV 	0.00017422	Philadelphia 30th St Station, United States
2173	BWD 	0.00017422	KBWD, United States
2174	LXY 	0.00017422	Mexia - Limestone County Airport, United States
2175	ERV 	0.00017422	Kerrville Municipal Airport, United States
2176	GED 	0.00017422	Sussex Co, United States
2177	ZSW 	0.00017422	Seal Cove Seaplane Base, Canada
2178	GBN 	0.00017422	Great Bend Municipal, United States
2179	SUS 	0.00017422	Spirit Of St Louis, United States
2180	LYU 	0.00017422	Ely Municipal, United States
2181	EGV 	0.00017422	Eagle River, United States
2182	ARV 	0.00017422	Lakeland, United States
2183	IKV 	0.00017422	Ankeny Regl Airport, United States
2184	YBV 	0.00017422	Berens River, Canada
2185	NGP 	0.00017422	Corpus Christi NAS, United States
2186	YPI 	0.00017422	Seaplane Base, Canada
2187	AVX 	0.00017422	Avalon, United States
2188	MHV 	0.00017422	Mojave, United States
2189	ZIN 	0.00017422	Air Base, Switzerland
2190	INQ 	0.00017422	Inisheer, Ireland
2191	SWT 	0.00017422	Strezhevoy, Russia
2192	HUT 	0.00017422	Hutchinson Municipal Airport, United States
2193	BPM 	0.00017422	Bagram AFB, Afghanistan
2194	EGA 	0.00017422	Eagle County Airport, United States
2195	STJ 	0.00017422	Rosecrans Mem, United States
2196	ZRT 	0.00017422	Hartford Union Station, United States
2197	ZTF 	0.00017422	Stamford Amtrak Station, United States
2198	ZRP 	0.00017422	Newark Penn Station, United States
2199	NDZ 	0.00017422	Cuxhaven Airport, Germany
2200	VOK 	0.00017422	Volk Fld, United States
2201	BFT 	0.00017422	BFT County Airport, United States
2202	UAB 	0.00017422	Adana-Incirlik Airbase, Turkey
2203	SIA 	0.00017422	Xi\\'An Xiguan, China
2204	TOA 	0.00017422	Zamperini Field Airport, United States
2205	JGC 	0.00017422	Grand Canyon Heliport, United States
2206	WFK 	0.00017422	Northern Aroostook Regional Airport, United States
2207	SME 	0.00017422	Lake Cumberland Regional Airport, United States
2208	MTH 	0.00017422	Florida Keys Marathon Airport, United States
2209	ELY 	0.00017422	Ely Airport, United States
2210	SRR 	0.00017422	Sierra Blanca Regional Airport, United States
2211	MYL 	0.00017422	McCall Municipal Airport, United States
2212	SMN 	0.00017422	Lemhi County Airport, United States
2213	OTS 	0.00017422	Anacortes Airport, United States
2214	AST 	0.00017422	Astoria Regional Airport, United States
2215	ONP 	0.00017422	Newport Municipal Airport, United States
2216	UUK 	0.00017422	Ugnu-Kuparuk Airport, United States
2217	KEK 	0.00017422	Ekwok Airport, United States
2218	KGK 	0.00017422	Koliganek Airport, United States
2219	KMO 	0.00017422	Manokotak Airport, United States
2220	TWA 	0.00017422	Twin Hills Airport, United States
2221	EAA 	0.00017422	Eagle Airport, United States
2222	LIV 	0.00017422	Livingood Airport, United States
2223	KBC 	0.00017422	Birch Creek Airport, United States
2224	CYR 	0.00017422	Laguna de Los Patos International Airport, Uruguay
2225	AYK 	0.00017422	Arkalyk Airport, Kazakhstan
2226	CYM 	0.00017422	Chatham Seaplane Base, United States
2227	FNR 	0.00017422	Funter Bay Seaplane Base, United States
2228	AFE 	0.00017422	Kake Airport, United States
2229	WHD 	0.00017422	Hyder Seaplane Base, United States
2230	WWP 	0.00017422	North Whale Seaplane Base, United States
2231	KCL 	0.00017422	Chignik Lagoon Airport, United States
2232	KBW 	0.00017422	Chignik Bay Seaplane Base, United States
2233	PIP 	0.00017422	Pilot Point Airport, United States
2234	KYK 	0.00017422	Karuluk Airport, United States
2235	ALZ 	0.00017422	Alitak Seaplane Base, United States
2236	KKB 	0.00017422	Kitoi Bay Seaplane Base, United States
2237	KMY 	0.00017422	Moser Bay Seaplane Base, United States
2238	KOY 	0.00017422	Olga Bay Seaplane Base, United States
2239	KPY 	0.00017422	Port Bailey Seaplane Base, United States
2240	KPR 	0.00017422	Port Williams Seaplane Base, United States
2241	SYB 	0.00017422	Seal Bay Seaplane Base, United States
2242	WSJ 	0.00017422	San Juan - Uganik Seaplane Base, United States
2243	KWP 	0.00017422	West Point Village Seaplane Base, United States
2244	KZB 	0.00017422	Zachar Bay Seaplane Base, United States
2245	CIL 	0.00017422	Council Airport, United States
2246	ICY 	0.00017422	Icy Bay Airport, United States
2247	CYT 	0.00017422	Yakataga Airport, United States
2248	KFP 	0.00017422	False Pass Airport, United States
2249	PML 	0.00017422	Port Moller Airport, United States
2250	NNL 	0.00017422	Nondalton Airport, United States
2251	PDB 	0.00017422	Pedro Bay Airport, United States
2252	APZ 	0.00017422	ZAPALA, Argentina
2253	RDS 	0.00017422	Rincon de los Sauces, Argentina
2254	OLN 	0.00017422	Colonia Sarmiento, Argentina
2255	RYO 	0.00017422	Rio Turbio, Argentina
2256	PNT 	0.00017422	Puerto Natales, Chile
2257	CVI 	0.00017422	Caleta Olivia, Argentina
2258	SGV 	0.00017422	Sierra Grande, Argentina
2259	IGB 	0.00017422	Ingeniero Jacobacci, Argentina
2260	ELX 	0.00017422	El Chalten, Argentina
2261	NCN 	0.00017422	Chenega Bay Airport, United States
2262	CZN 	0.00017422	Chisana Airport, United States
2263	6K8 	0.00017422	Tok Junction Airport, United States
2264	AQC 	0.00017422	Klawock Seaplane Base, United States
2265	MHM 	0.00017422	Minchumina Airport, United States
2266	TEK 	0.00017422	Tatitlek Airport, United States
2267	WFB 	0.00017422	Ketchikan harbor Seaplane Base, United States
2268	YXK 	0.00017422	Rimouski Airport, Canada
2269	XTL 	0.00017422	Tadoule Lake Airport, Canada
2270	XLB 	0.00017422	Lac Brochet Airport, Canada
2271	XSI 	0.00017422	South Indian Lake Airport, Canada
2272	YBT 	0.00017422	Brochet Airport, Canada
2273	ZGR 	0.00017422	Little Grand Rapids Airport, Canada
2274	YCR 	0.00017422	Cross Lake - Charlie Sinclair Memorial Airport, Canada
2275	YRS 	0.00017422	Red Sucker Lake Airport, Canada
2276	YBY 	0.00017422	Bonnyville Airport, Canada
2277	XQU 	0.00017422	Qualicum Beach Airport, Canada
2278	YJM 	0.00017422	Fort St. James - Perison Airport, Canada
2279	YDT 	0.00017422	Boundary Bay Airport, Canada
2280	YHS 	0.00017422	Sechelt Aerodrome, Canada
2281	PVP 	0.00017422	Palo Verde Airport, Mexico
2282	ZYR 	0.00017422	Brussels Gare du Midi, Belgium
2283	BGK 	0.00017422	Big Creek Airport, Belize
2284	PLJ 	0.00017422	Placencia Airport, Belize
2285	SJX 	0.00017422	Sartaneja Airport, Belize
2286	RNI 	0.00017422	Corn Island Airport, Nicaragua
2287	BZA 	0.00017422	Bonanza Airport, Nicaragua
2288	RFS 	0.00017422	Rosita Airport, Nicaragua
2289	SIU 	0.00017422	Siuna Airport, Nicaragua
2290	WSP 	0.00017422	Waspam Airport, Nicaragua
2291	RIK 	0.00017422	Carrillo Airport, Costa Rica
2292	FUS 	0.00017422	Fussen, Germany
2293	COZ 	0.00017422	Constanza Airport, Dominican Republic
2294	NEG 	0.00017422	Negril Aerodrome, Jamaica
2295	EBO 	0.00017422	Bochum Railway, Germany
2296	KFB 	0.00017422	Fliegerhost , Germany
2297	ZMU 	0.00017422	Munich Railway, Germany
2298	ZAQ 	0.00017422	Nuernberg Railway, Germany
2299	RVR 	0.00017422	Jose Aponte de la Torre Airport, Puerto Rico
2300	RLO 	0.00017422	Aeropuerto Internacional Valle del Conlara, Argentina
2301	SSB 	0.00017422	Christiansted Harbor Seaplane Base, Virgin Islands
2302	ARR 	0.00017422	Alto Rio Senguer Airport, Argentina
2303	JSM 	0.00017422	Jose de San Martin Airport, Argentina
2304	ZAU 	0.00017422	Augsburg Railway, Germany
2305	ZMA 	0.00017422	Mannheim Railway, Germany
2306	ZES 	0.00017422	Essen Railway, Germany
2307	ABF 	0.00017422	Abaiang Atoll Airport, Kiribati
2308	CPS 	0.00017422	St. Louis Downtown Airport, United States
2309	ABN 	0.00017422	Albina Airstrip, Suriname
2310	BTO 	0.00017422	Botopassi Airstrip, Suriname
2311	DOE 	0.00017422	Djoemoe Airstrip, Suriname
2312	DRJ 	0.00017422	Drietabbetje Airstrip, Suriname
2313	ICK 	0.00017422	Majoor Henry Fernandes Airport, Suriname
2314	OEM 	0.00017422	Vincent Fayks Airport, Suriname
2315	SMZ 	0.00017422	Stoelmans Eiland Airstrip, Suriname
2316	TOT 	0.00017422	Totness Airstrip, Suriname
2317	AGI 	0.00017422	Wageningen Airstrip, Suriname
2318	KIA 	0.00017422	Kaieteur International Airport, Guyana
2319	CSC 	0.00017422	Codela Airport, Costa Rica
2320	ORJ 	0.00017422	Orinduik Airport, Guyana
2321	NAI 	0.00017422	Annai Airport, Guyana
2322	IMB 	0.00017422	Imbaimadai Airport, Guyana
2323	KAR 	0.00017422	Kamarang Airport, Guyana
2324	USI 	0.00017422	Mabaruma Airport, Guyana
2325	MHA 	0.00017422	Mahdia Airport, Guyana
2326	PJC 	0.00017422	Dr. Augusto Roberto Fuster International Airport, Paraguay
2327	ACD 	0.00017422	Alcides Fernandez Airport, Colombia
2328	EBG 	0.00017422	El Bagre Airport, Colombia
2329	CAQ 	0.00017422	Juan H. White, Colombia
2330	COG 	0.00017422	Mandinga Airport, Colombia
2331	TLU 	0.00017422	Golfo de Morrosquillo Airport, Colombia
2332	CMP 	0.00017422	Campo Alegre Airport, Brazil
2333	BVS 	0.00017422	Breves Airport, Brazil
2334	SFK 	0.00017422	Soure Airport, Brazil
2335	NVP 	0.00017422	Novo Aripuana Airport, Brazil
2336	LVR 	0.00017422	Bom Futuro Airport, Brazil
2337	FRC 	0.00017422	Franca Airport, Brazil
2338	LBR 	0.00017422	Labrea Airport, Brazil
2339	ZXE 	0.00017422	Edinburgh Waverly Station, United Kingdom
2340	MBZ 	0.00017422	Maues Airport, Brazil
2341	DMT 	0.00017422	Diamantino Airport, Brazil
2342	QDJ 	0.00017422	Tsletsi Airport, Algeria
2343	LBZ 	0.00017422	Lucapa Airport, Angola
2344	KNP 	0.00017422	Kapanda Airport, Angola
2345	AMC 	0.00017422	Am Timan Airport, Chad
2346	GSQ 	0.00017422	Sharq Al-Owainat Airport, Egypt
2347	MRB 	0.00017422	Eastern WV Regional Airport, United States
2348	AWA 	0.00017422	Awasa Airport, Ethiopia
2349	MKS 	0.00017422	Mekane Salam Airport, Ethiopia
2350	DBM 	0.00017422	Debre Marqos, Ethiopia
2351	DBT 	0.00017422	Debre Tabor Airport, Ethiopia
2352	QHR 	0.00017422	Harar Meda Airport, Ethiopia
2353	GOB 	0.00017422	Robe Airport, Ethiopia
2354	MYB 	0.00017422	Mayumba Airport, Gabon
2355	RBX 	0.00017422	Rumbek Airport, Sudan
2356	CPA 	0.00017422	Cape Palmas Airport, Liberia
2357	AMY 	0.00017422	Ambatomainty Airport, Madagascar
2358	UKY 	0.00017422	Kyoto, Japan
2359	BZB 	0.00017422	Bazaruto Island Airport, Mozambique
2360	BCW 	0.00017422	Benguera Island Airport, Mozambique
2361	IBL 	0.00017422	Indigo Bay Lodge Airport, Mozambique
2362	MAX 	0.00017422	Ouro Sogui Airport, Senegal
2363	BDI 	0.00017422	Bird Island Airport, Seychelles
2364	WHF 	0.00017422	Wadi Halfa Airport, Sudan
2365	PAF 	0.00017422	Pakuba Airport, Uganda
2366	HUZ 	0.00017422	Huizhou, China
2367	WPR 	0.00017422	Aeropuerto Capitan Fuentes Martinez, Chile
2368	YMY 	0.00017422	Central Railway Station, Canada
2369	YBZ 	0.00017422	Union Station, Canada
2370	BIU 	0.00017422	Bildudalur Airport, Iceland
2371	GJR 	0.00017422	Gjogur Airport, Iceland
2372	SAK 	0.00017422	Saudarkrokur, Iceland
2373	IIA 	0.00017422	Inishmaan Aerodrome, Ireland
2374	TDK 	0.00017422	Taldykorgan Airport, Kazakhstan
2375	XDB 	0.00017422	Lille, France
2376	VGD 	0.00017422	Vologda Airport, Russia
2377	HSK 	0.00017422	Huesca-Pirineos Airport, Spain
2378	CQM 	0.00017422	Ciudad Real Central Airport, Spain
2379	QYI 	0.00017422	Hilversum Railway Station, Netherlands
2380	CSA 	0.00017422	Colonsay Airport, United Kingdom
2381	COL 	0.00017422	Coll Airport, United Kingdom
2382	RKH 	0.00017422	Rock Hill York Co Bryant Airport, United States
2383	AGC 	0.00017422	Allegheny County Airport, United States
2384	NZC 	0.00017422	Cecil Field, United States
2385	FTY 	0.00017422	Fulton County Airport Brown Field, United States
2386	TSO 	0.00017422	Tresco Heliport, United Kingdom
2387	TII 	0.00017422	Tarin Kowt Airport, Afghanistan
2388	ZAJ 	0.00017422	Zaranj Airport, Afghanistan
2389	CCN 	0.00017422	Chaghcharan Airport, Afghanistan
2390	XZM 	0.00017422	Macau Ferry Pier, Macau
2391	60J 	0.00017422	Ocean Isle Beach Airport, United States
2392	OSU 	0.00017422	Ohio State University Airport, United States
2393	RSI 	0.00017422	Rio Sidra, Panama
2394	ADS 	0.00017422	Addison, United States
2395	DTS 	0.00017422	Destin, United States
2396	RBN 	0.00017422	Fort Jefferson, United States
2397	KHE 	0.00017422	Chernobayevka Airport, Ukraine
2398	SZS 	0.00017422	Ryans Creek Aerodrome, New Zealand
2399	YQI 	0.00017422	Yarmouth Airport, Canada
2400	ISO 	0.00017422	Kinston Regional Jetport, United States
2401	FFA 	0.00017422	First Flight Airport, United States
2402	PLL 	0.00017422	Ponta Pelada Airport, Brazil
2403	LTU 	0.00017422	Latur Airport, India
2404	MWK 	0.00017422	Matak Airport, Indonesia
2405	QFZ 	0.00017422	Mainz Finthen, Germany
2406	QMZ 	0.00017422	Mainz, Germany
2407	GWW 	0.00017422	Berlin Gatow, Germany
2408	ZPQ 	0.00017422	Rheine Bentlage, Germany
2409	OSB 	0.00017422	Mosul International Airport, Iraq
2410	TJH 	0.00017422	Tajima Airport, Japan
2411	AXJ 	0.00017422	Amakusa Airfield, Japan
2412	KKX 	0.00017422	Kikai Airport, Japan
2413	AGJ 	0.00017422	Aguni Airport, Japan
2414	HAE 	0.00017422	Haeju Airport, North Korea
2415	LAC 	0.00017422	Layang Layang Airport, Malaysia
2416	UGA 	0.00017422	Bulgan Airport, Mongolia
2417	BPR 	0.00017422	Borongan Airport, Philippines
2418	LBX 	0.00017422	Lubang Community Airport, Philippines
2419	BJT 	0.00017422	Bentota Airport, Sri Lanka
2420	DIW 	0.00017422	Dickwella Airport, Sri Lanka
2421	CMJ 	0.00017422	Cimei Airport, Taiwan
2422	TAZ 	0.00017422	Dasoguz Airport, Turkmenistan
2423	BWB 	0.00017422	Barrow Island Airport, Australia
