##############################################################################
                            PAGE RANK ALGORITHM                               
##############################################################################

This program computes the Page Rank of a network of airports and flights
Page Rank algorithm uses the following parameters:
	 - MAX_ITERATIONS = 100
	 - DAMPING_FACTOR = 0.85
	 - EPSILON = 1e-05

##############################################################################

Reading Airport file from airports.txt
There were 5740 airports with a valid IATA code
There were 1923 airports with an invalid IATA code

Reading Routes file from routes.txt
There were 68292 valid routes
There were 528 invalid routes

##############################################################################

Results:
Rank	IATA	PageRank	Name
2877	93C 	0.00017422	Richland Airport, United States
2878	Y51 	0.00017422	Municipal Airport, United States
2879	DLL 	0.00017422	Baraboo Wisconsin Dells Airport, United States
2880	7A4 	0.00017422	Foster Field, United States
2881	SVH 	0.00017422	Regional Airport, United States
2882	C89 	0.00017422	Sylvania Airport, United States
2883	BUU 	0.00017422	Municipal Airport, United States
2884	N53 	0.00017422	Stroudsburg-Pocono Airport, United States
2885	70N 	0.00017422	Spring Hill Airport, United States
2886	06N 	0.00017422	Randall Airport, United States
2887	LHV 	0.00017422	William T. Piper Mem., United States
2888	29D 	0.00017422	Grove City Airport, United States
2889	04G 	0.00017422	Lansdowne Airport, United States
2890	3G3 	0.00017422	Wadsworth Municipal, United States
2891	3G4 	0.00017422	Ashland County Airport, United States
2892	4G0 	0.00017422	Pittsburgh-Monroeville Airport, United States
2893	2G9 	0.00017422	Somerset County Airport, United States
2894	4G4 	0.00017422	Youngstown Elser Metro Airport, United States
2895	41N 	0.00017422	Braceville Airport, United States
2896	LPR 	0.00017422	Lorain County Regional Airport, United States
2897	7D9 	0.00017422	Germack Airport, United States
2898	BKL 	0.00017422	Burke Lakefront Airport, United States
2899	DKK 	0.00017422	Chautauqua County-Dunkirk Airport, United States
2900	4G2 	0.00017422	Hamburg Inc Airport, United States
2901	N87 	0.00017422	Trenton-Robbinsville Airport, United States
2902	VAY 	0.00017422	South Jersey Regional Airport, United States
2903	7N7 	0.00017422	Spitfire Aerodrome, United States
2904	LDJ 	0.00017422	Linden Airport, United States
2905	O03 	0.00017422	Morgantown Airport, United States
2906	0W3 	0.00017422	Harford County Airport, United States
2907	ANQ 	0.00017422	Tri-State Steuben County Airport, United States
2908	C65 	0.00017422	Plymouth Municipal Airport, United States
2909	VNW 	0.00017422	Van Wert County Airport, United States
2910	17G 	0.00017422	Port Bucyrus-Crawford County Airport, United States
2911	X07 	0.00017422	Lake Wales Municipal Airport, United States
2912	RMY 	0.00017422	Brooks Field Airport, United States
2913	GVQ 	0.00017422	Genesee County Airport, United States
2914	0G7 	0.00017422	Finger Lakes Regional Airport, United States
2915	N69 	0.00017422	Stormville Airport, United States
2916	4B8 	0.00017422	Robertson Field, United States
2917	0G6 	0.00017422	Williams County Airport, United States
2918	CLW 	0.00017422	Clearwater Air Park, United States
2919	X49 	0.00017422	South Lakeland Airport, United States
2920	SCS 	0.00017422	Scatsta Airport, United Kingdom
2921	QWC 	0.00017422	Zoo, Germany
2922	ZFR 	0.00017422	Frankfurt Oder Hbf, Germany
2923	PLY 	0.00017422	Gare de Lyon, France
2924	XHP 	0.00017422	Gare de LEst, France
2925	PAR 	0.00017422	All Airports, France
2926	BHF 	0.00017422	Ostbahnhof, Germany
2927	LON 	0.00017422	All Airports, United Kingdom
2928	NYC 	0.00017422	All Airports, United States
2929	CHI 	0.00017422	All Airports, United States
2930	CGX 	0.00017422	Meigs Field, United States
2931	TYO 	0.00017422	All Airports, Japan
2932	BJS 	0.00017422	All Airports, China
2933	MIL 	0.00017422	All Airports, Italy
2934	WAS 	0.00017422	All Airports, United States
2935	YMQ 	0.00017422	All Airports, Canada
2936	YTO 	0.00017422	All Airports, Canada
2937	JZP 	0.00017422	Pickens County Airport, United States
2938	BGS 	0.00017422	Gesundbrunnen, Germany
2939	CRE 	0.00017422	Grand Strand Airport, United States
2940	SMT 	0.00017422	Sun Moon Lake Airport, Taiwan
2941	IGQ 	0.00017422	Lansing Municipal, United States
2942	Y72 	0.00017422	Bloyer Field, United States
2943	RNM 	0.00017422	Ramona Airport, United States
2944	BXO 	0.00017422	Buochs Airport, Switzerland
2945	OEB 	0.00017422	Branch County Memorial Airport, United States
2946	WBW 	0.00017422	Wilkes-Barre Wyoming Valley Airport, United States
2947	LNN 	0.00017422	Lost Nation Municipal Airport, United States
2948	FFT 	0.00017422	Capital City Airport, United States
2949	LEW 	0.00017422	Lewiston Maine, United States
2950	6S2 	0.00017422	Florence, United States
2951	1A3 	0.00017422	Martin Campbell Field Airport, United States
2952	NBU 	0.00017422	Naval Air Station, United States
2953	MRK 	0.00017422	Marco Islands, United States
2954	DRM 	0.00017422	Drummond Island Airport, United States
2955	8M8 	0.00017422	Garland Airport, United States
2956	GDW 	0.00017422	Gladwin Zettel Memorial Airport, United States
2957	24C 	0.00017422	Lowell City Airport, United States
2958	LWA 	0.00017422	South Haven Area Regional Airport, United States
2959	06C 	0.00017422	Schaumburg Regional, United States
2960	MFI 	0.00017422	Marshfield Municipal Airport, United States
2961	ISW 	0.00017422	Alexander Field South Wood County Airport, United States
2962	CWI 	0.00017422	Clinton Municipal, United States
2963	BVY 	0.00017422	Beverly Municipal Airport, United States
2964	O27 	0.00017422	Oakdale Airport, United States
2965	YRQ 	0.00017422	Trois Rivieres Airport, Canada
2966	POF 	0.00017422	Poplar Bluff Municipal Airport, United States
2967	EPM 	0.00017422	Eastport Municipal Airport, United States
2968	EOK 	0.00017422	Keokuk Municipal Airport, United States
2969	ME5 	0.00017422	Banks Airport, United States
2970	PSL 	0.00017422	Perth Scone Airport, United Kingdom
2971	SOO 	0.00017422	Soderhamn Airport, Sweden
2972	VNA 	0.00017422	Saravane Airport, Laos
2973	E51 	0.00017422	Bagdad Airport, United States
2974	DKS 	0.00017422	Dikson Airport, Russia
2975	XBG 	0.00017422	Bogande Airport, Canada
2976	BYT 	0.00017422	Bantry Aerodrome, Ireland
2977	CHE 	0.00017422	Reeroe Airport, Ireland
2978	ADY 	0.00017422	Alldays Airport, South Africa
2979	E55 	0.00017422	Ocean Ridge Airport, United States
2980	1G3 	0.00017422	Kent State Airport, United States
2981	GAS 	0.00017422	Garissa, Kenya
2982	HOA 	0.00017422	Hola, Kenya
2983	KLK 	0.00017422	Kalokol, Kenya
2984	KEY 	0.00017422	Kericho, Kenya
2985	ILU 	0.00017422	Kilaguni, Kenya
2986	KRV 	0.00017422	Kerio Valley, Kenya
2987	DVD 	0.00017422	Andavadoaka, Madagascar
2988	ATJ 	0.00017422	Antsirabe, Madagascar
2989	OVA 	0.00017422	Bekily, Madagascar
2990	ZRA 	0.00017422	Atlantic City Rail Terminal, United States
2991	ZSF 	0.00017422	Springfield Amtrak Station, United States
2992	XZK 	0.00017422	Amherst Amtrak Station AMM, United States
2993	QQK 	0.00017422	London - Kings Cross, United Kingdom
2994	XVJ 	0.00017422	Stevenage Railway Station, United Kingdom
2995	XVH 	0.00017422	Peterborough Railway Station, United Kingdom
2996	WLF 	0.00017422	Whittlesford Parkway Rail Station, United Kingdom
2997	FLD 	0.00017422	Fond Du Lac County Airport, United States
2998	PCZ 	0.00017422	Waupaca Municipal Airport, United States
2999	STE 	0.00017422	Stevens Point Municipal Airport, United States
3000	ERY 	0.00017422	Luce County Airport, United States
3001	25D 	0.00017422	Forest Lake Airport, United States
3002	ZVM 	0.00017422	Hannover Messe-Heliport, Germany
3003	PEF 	0.00017422	Peenemunde Airfield, Germany
3004	GQQ 	0.00017422	Galion Municipal Airport, United States
3005	TPN 	0.00017422	Tiputini, Ecuador
3006	PTZ 	0.00017422	Shell Mera, Ecuador
3007	CKV 	0.00017422	Clarksville-Montgomery County Regional Airport, United States
3008	XHN 	0.00017422	Liege-Guillemins Railway Station, Belgium
3009	OHR 	0.00017422	Wyk auf Foehr, Germany
3010	LPC 	0.00017422	Lompoc Airport, United States
3011	CTH 	0.00017422	Chester County G O Carlson Airport, United States
3012	BST 	0.00017422	Bost Airport, Afghanistan
3013	ZTU 	0.00017422	Zaqatala International Airport, Azerbaijan
3014	LKP 	0.00017422	Lake Placid Airport, United States
3015	NY9 	0.00017422	Long Lake, United States
3016	WIH 	0.00017422	Wishram Amtrak Station, United States
3017	AOH 	0.00017422	Lima Allen County Airport, United States
3018	DSO 	0.00017422	Sondok Airport, North Korea
3019	YJS 	0.00017422	Samjiyon Airport, North Korea
3020	SSI 	0.00017422	McKinnon Airport, United States
3021	BFP 	0.00017422	Beaver Falls, United States
3022	F57 	0.00017422	Seaplane Base, United States
3023	GGE 	0.00017422	Georgetown County Airport, United States
3024	HDI 	0.00017422	Hardwick Field Airport, United States
3025	2A0 	0.00017422	Mark Anton Airport, United States
3026	2G2 	0.00017422	Jefferson County Airpark, United States
3027	RNT 	0.00017422	Renton, United States
3028	ZBM 	0.00017422	Bromont Airport, Canada
3029	POC 	0.00017422	Brackett Field, United States
3030	09J 	0.00017422	Jekyll Island Airport, United States
3031	CDK 	0.00017422	CedarKey, United States
3032	CTY 	0.00017422	Cross City, United States
3033	CEU 	0.00017422	Clemson, United States
3034	36U 	0.00017422	Heber City Municipal Airport, United States
3035	BEC 	0.00017422	Beech Factory Airport, United States
3036	47A 	0.00017422	Cherokee County Airport, United States
3037	55J 	0.00017422	Fernandina Beach Municipal Airport, United States
3038	ZMB 	0.00017422	Hamburg Hbf, Germany
3039	GTU 	0.00017422	Georgetown Municipal Airport, United States
3040	QFO 	0.00017422	Duxford Aerodrome, United Kingdom
3041	SNY 	0.00017422	Sidney Muni Airport, United States
3042	W13 	0.00017422	Eagle's Nest Airport, United States
3043	GKL 	0.00017422	Great Keppel Island, Australia
3044	RPB 	0.00017422	Roper Bar, Australia
3045	IFL 	0.00017422	Innisfail, Australia
3046	BIN 	0.00017422	Bamyan Airport, Afghanistan
3047	RGO 	0.00017422	Chongjin Airport, North Korea
3048	MOO 	0.00017422	Moomba, Australia
3049	JYO 	0.00017422	Leesburg Executive Airport, United States
3050	VAM 	0.00017422	Maamigili Airport, Maldives
3051	IRU 	0.00017422	Hilton Iru fushi, Maldives
3052	DHG 	0.00017422	Dhigurah Centara Grand Maldives, Maldives
3053	LSZ 	0.00017422	Losinj Airport, Croatia
3054	ONS 	0.00017422	Onslow , Australia
3055	TDR 	0.00017422	Theodore, Australia
3056	CZW 	0.00017422	RUDNIKI , Poland
3057	SDC 	0.00017422	Williamson-Sodus Airport, United States
3058	CLC 	0.00017422	Clear Lake Metroport, United States
3059	CFX 	0.00017422	Gilberto Lavaque, Argentina
3060	WBU 	0.00017422	Boulder Municipal, United States
3061	PAO 	0.00017422	Palo Alto Airport of Santa Clara County, United States
3062	FFZ 	0.00017422	Mesa Falcon Field, United States
3063	P08 	0.00017422	Coolidge Municipal Airport, United States
3064	P52 	0.00017422	Cottonwood Airport, United States
3065	A39 	0.00017422	Phoenix Regional Airport, United States
3066	E25 	0.00017422	Wickenburg Municipal Airport, United States
3067	PTK 	0.00017422	Oakland Co. Intl, United States
3068	KSI 	0.00017422	Kissidougou, Guinea
3069	QPJ 	0.00017422	Pecs, Hungary
3070	EEN 	0.00017422	Dillant Hopkins Airport, United States
3071	RCS 	0.00017422	Rochester Airport, United Kingdom
3072	JHL 	0.00017422	Albian Aerodrome, Canada
3073	EQY 	0.00017422	Monroe Reqional Airport, United States
3074	KNN 	0.00017422	Kankan, Guinea
3075	KMP 	0.00017422	Keetmanshoop, Namibia
3076	IOW 	0.00017422	Iowa City Municipal Airport, United States
3077	TLQ 	0.00017422	Turpan, China
3078	MWM 	0.00017422	Windom Municipal Airport, United States
3079	ANP 	0.00017422	Lee Airport, United States
3080	DUU 	0.00017422	Ndutu, Tanzania
3081	FXO 	0.00017422	Cuamba, Mozambique
3082	ZTR 	0.00017422	Zhytomyr, Ukraine
3083	PEQ 	0.00017422	Pecos Municipal Airport, United States
3084	HBG 	0.00017422	Hattiesburg Bobby L. Chain Municipal Airport, United States
3085	QCJ 	0.00017422	Botucatu, Brazil
3086	QSC 	0.00017422	Sao Carlos TAM, Brazil
3087	YKN 	0.00017422	Chan Gurney, United States
3088	SES 	0.00017422	Selfield Airport, United States
3089	PCM 	0.00017422	Playa del Carmen Airport, Mexico
3090	KTI 	0.00017422	Kratie Airport, Cambodia
3091	GYU 	0.00017422	Guyuan, China
3092	CNI 	0.00017422	Changhai, China
3093	KRH 	0.00017422	Redhill Aerodrome, United Kingdom
3094	CCL 	0.00017422	Chinchilla, Australia
3095	1C9 	0.00017422	Frazier Lake Airpark, United States
3096	HWD 	0.00017422	Hayward Executive Airport, United States
3097	MZP 	0.00017422	Motueka, New Zealand
3098	JHQ 	0.00017422	Shute Harbour, Australia
3099	ARB 	0.00017422	Ann Arbor Municipal Airport, United States
3100	SHT 	0.00017422	Shepparton, Australia
3101	TEM 	0.00017422	Temora, Australia
3102	GAH 	0.00017422	Gayndah, Australia
3103	EIA 	0.00017422	Popondetta, Papua New Guinea
3104	WIO 	0.00017422	Wilcannia, Australia
3105	VLU 	0.00017422	Velikiye Luki, Russia
3106	ZTY 	0.00017422	Boston Back Bay Station, United States
3107	YLK 	0.00017422	Yelahanka AFB, India
3108	ULI 	0.00017422	Ulithi, Micronesia
3109	BKN 	0.00017422	Balkanabat, Turkmenistan
3110	BEO 	0.00017422	Belmont Airport, Australia
3111	4A7 	0.00017422	Clayton County Tara Field, United States
3112	BMP 	0.00017422	Brampton Island, Australia
3113	NGZ 	0.00017422	NAS Alameda, United States
3114	ZWI 	0.00017422	Wilmington Amtrak Station, United States
3115	NML 	0.00017422	Fort McMurray - Mildred Lake Airport, Canada
3116	EKI 	0.00017422	Elkhart Municipal, United States
3117	YCN 	0.00017422	Cochrane, Canada
3118	BJP 	0.00017422	Aeroporto Estadual Arthur Siqueira, Brazil
3119	GGR 	0.00017422	Garowe - International, Somalia
3120	IVR 	0.00017422	Inverell, Australia
3121	GLI 	0.00017422	Glen Innes, Australia
3122	YYQ 	0.00017396	Churchill, Canada
3123	TER 	0.00017383	Lajes, Portugal
3124	GSP 	0.00017356	Greenville-Spartanburg International, United States
3125	YEK 	0.00017335	Arviat, Canada
3126	SRZ 	0.00017321	Santa Cruz, Bolivia
3127	BWN 	0.00017318	Brunei Intl, Brunei
3128	ILO 	0.00017313	Iloilo, Philippines
3129	ROC 	0.00017309	Greater Rochester Intl, United States
3130	BRN 	0.00017281	Bern Belp, Switzerland
3131	TAL 	0.00017281	Tanana Airport, United States
3132	CUK 	0.00017252	Caye Caulker Airport, Belize
3133	VAR 	0.00017200	Varna, Bulgaria
3134	ASU 	0.00017189	Silvio Pettirossi Intl, Paraguay
3135	PIR 	0.00017180	Pierre Regional Airport, United States
3136	MAB 	0.00017160	Maraba, Brazil
3137	AGA 	0.00017148	Inezgane, Morocco
3138	PUY 	0.00017100	Pula, Croatia
3139	RCE 	0.00017076	Roche Harbor Seaplane Base, United States
3140	MSA 	0.00017038	Muskrat Dam Airport, Canada
3141	WDH 	0.00017026	Windhoek Hosea Kutako International Airport , Namibia
3142	HLT 	0.00017021	Hamilton Airport, Australia
3143	PMC 	0.00017003	El Tepual Intl, Chile
3144	CHS 	0.00016976	Charleston Afb Intl, United States
3145	ANV 	0.00016953	Anvik Airport, United States
3146	ONT 	0.00016944	Ontario Intl, United States
3147	ADE 	0.00016903	Aden Intl, Yemen
3148	RBY 	0.00016880	Ruby Airport, United States
3149	YLW 	0.00016870	Kelowna, Canada
3150	TBZ 	0.00016860	Tabriz Intl, Iran
3151	CBB 	0.00016845	Jorge Wilsterman, Bolivia
3152	YMN 	0.00016841	Makkovik Airport, Canada
3153	DAY 	0.00016823	James M Cox Dayton Intl, United States
3154	CBR 	0.00016777	Canberra, Australia
3155	LIR 	0.00016761	Daniel Oduber Quiros Intl, Costa Rica
3156	GUR 	0.00016756	Gurney Airport, Papua New Guinea
3157	GOI 	0.00016753	Goa, India
3158	JJU 	0.00016743	Qaqortoq Heliport, Greenland
3159	DJE 	0.00016683	Zarzis, Tunisia
3160	AJU 	0.00016636	Santa Maria, Brazil
3161	UIB 	0.00016625	El Carano, Colombia
3162	BDJ 	0.00016610	Syamsudin Noor, Indonesia
3163	IDR 	0.00016606	Devi Ahilyabai Holkar, India
3164	SNN 	0.00016600	Shannon, Ireland
3165	DYU 	0.00016553	Dushanbe, Tajikistan
3166	PZO 	0.00016547	General Manuel Carlos Piar, Venezuela
3167	USM 	0.00016374	Samui, Thailand
3168	FAT 	0.00016320	Fresno Yosemite Intl, United States
3169	KKH 	0.00016304	Kongiganak Airport, United States
3170	NAQ 	0.00016291	Qaanaaq Airport, Greenland
3171	XBE 	0.00016278	Bearskin Lake Airport, Canada
3172	CUL 	0.00016263	Culiacan Intl, Mexico
3173	YAX 	0.00016249	Wapekeka Airport, Canada
3174	SRG 	0.00016196	Achmad Yani, Indonesia
3175	TFF 	0.00016162	Tefe, Brazil
3176	ZKE 	0.00016080	Kashechewan Airport, Canada
3177	YCO 	0.00016064	Kugluktuk, Canada
3178	TLC 	0.00016061	Licenciado Adolfo Lopez Mateos Intl, Mexico
3179	BJL 	0.00016022	Banjul Intl, Gambia
3180	CZX 	0.00015977	Changzhou, China
3181	PAP 	0.00015975	Toussaint Louverture Intl, Haiti
3182	LCE 	0.00015948	Goloson Intl, Honduras
3183	DSM 	0.00015903	Des Moines Intl, United States
3184	AQP 	0.00015885	Rodriguez Ballon, Peru
3185	UDI 	0.00015879	Ten Cel Av Cesar Bombonato, Brazil
3186	RTM 	0.00015872	Rotterdam, Netherlands
3187	MGF 	0.00015835	Regional De Maringa Silvio Name Junior, Brazil
3188	MMX 	0.00015814	Sturup, Sweden
3189	JHB 	0.00015811	Sultan Ismail, Malaysia
3190	TYS 	0.00015794	Mc Ghee Tyson, United States
3191	YSO 	0.00015778	Postville Airport, Canada
3192	CEK 	0.00015730	Balandino, Russia
3193	IQQ 	0.00015691	Diego Aracena Intl, Chile
3194	GCI 	0.00015676	Guernsey, Guernsey
3195	YHR 	0.00015666	Chevery Airport, Canada
3196	UVE 	0.00015664	Ouvea, New Caledonia
3197	TGJ 	0.00015664	Tiga Airport, New Caledonia
3198	LIT 	0.00015645	Adams Fld, United States
3199	MNG 	0.00015628	Maningrida Airport, Australia
3200	KWK 	0.00015609	Kwigillingok Airport, United States
3201	FSC 	0.00015559	Sud Corse, France
3202	TGD 	0.00015554	Podgorica, Montenegro
3203	ZNZ 	0.00015549	Zanzibar, Tanzania
3204	KOE 	0.00015523	El Tari, Indonesia
3205	LKE 	0.00015506	Kenmore Air Harbor Seaplane Base, United States
3206	HPN 	0.00015505	Westchester Co, United States
3207	CMA 	0.00015472	Cunnamulla Airport, Australia
3208	BKO 	0.00015462	Senou, Mali
3209	TJA 	0.00015363	Capitan Oriel Lea Plaza, Bolivia
3210	BUR 	0.00015331	Bob Hope, United States
3211	YFX 	0.00015320	St. Lewis (Fox Harbour) Airport, Canada
3212	WBB 	0.00015318	Stebbins Airport, United States
3213	YYY 	0.00015308	Mont Joli, Canada
3214	YQR 	0.00015295	Regina Intl, Canada
3215	CLY 	0.00015269	Saint Catherine, France
3216	MAR 	0.00015229	La Chinita Intl, Venezuela
3217	KUS 	0.00015213	Kulusuk, Greenland
3218	YHK 	0.00015206	Gjoa Haven, Canada
3219	ADZ 	0.00015194	Gustavo Rojas Pinilla, Colombia
3220	BDS 	0.00015169	Casale, Italy
3221	NHV 	0.00015163	Nuku Hiva, French Polynesia
3222	AUQ 	0.00015163	Hiva Oa-Atuona Airport, French Polynesia
3223	DZA 	0.00015161	Dzaoudzi Pamandzi, Mayotte
3224	YPM 	0.00015149	Pikangikum Airport, Canada
3225	KIN 	0.00015115	Norman Manley Intl, Jamaica
3226	LKO 	0.00015108	Lucknow, India
3227	MHT 	0.00015103	Manchester Regional Airport, United States
3228	OMS 	0.00015103	Omsk, Russia
3229	ADA 	0.00015100	Adana, Turkey
3230	DTD 	0.00015082	Datadawai Airport, Indonesia
3231	SRE 	0.00015061	Juana Azurduy De Padilla, Bolivia
3232	RAS 	0.00014992	Rasht, Iran
3233	KWN 	0.00014969	Quinhagak Airport, United States
3234	VPE 	0.00014948	Ondjiva Pereira Airport, Angola
3235	HEH 	0.00014906	Heho, Burma
3236	YMM 	0.00014882	Fort Mcmurray, Canada
3237	POZ 	0.00014835	Lawica, Poland
3238	LST 	0.00014778	Launceston, Australia
3239	BBO 	0.00014771	Berbera, Somalia
3240	IGU 	0.00014759	Cataratas Intl, Brazil
3241	NQN 	0.00014729	Presidente Peron, Argentina
3242	ALF 	0.00014715	Alta, Norway
3243	YGT 	0.00014709	Igloolik Airport, Canada
3244	KNX 	0.00014686	Kununurra, Australia
3245	MGZ 	0.00014681	Myeik, Burma
3246	YZG 	0.00014675	Salluit Airport, Canada
3247	GST 	0.00014671	Gustavus Airport, United States
3248	BTS 	0.00014652	M R Stefanik, Slovakia
3249	SLH 	0.00014643	Sola Airport, Vanuatu
3250	MTV 	0.00014643	Mota Lava Airport, Vanuatu
3251	BOB 	0.00014625	Bora Bora, French Polynesia
3252	ELP 	0.00014587	El Paso Intl, United States
3253	EFL 	0.00014576	Kefallinia, Greece
3254	MPA 	0.00014576	Katima Mulilo Airport, Namibia
3255	MGA 	0.00014561	Managua Intl, Nicaragua
3256	SKK 	0.00014548	Shaktoolik Airport, United States
3257	CGA 	0.00014546	Craig Seaplane Base, United States
3258	SCW 	0.00014534	Syktyvkar, Russia
3259	ELI 	0.00014527	Elim Airport, United States
3260	CCV 	0.00014504	Craig Cove Airport, Vanuatu
3261	XRY 	0.00014490	Jerez, Spain
3262	APL 	0.00014487	Nampula, Mozambique
3263	PRC 	0.00014478	Ernest A Love Fld, United States
3264	YWH 	0.00014468	Victoria Inner Harbour Airport, Canada
3265	LRE 	0.00014458	Longreach Airport, Australia
3266	AKP 	0.00014448	Anaktuvuk Pass Airport, United States
3267	WEH 	0.00014392	Weihai Airport, China
3268	KWA 	0.00014386	Bucholz Aaf, Marshall Islands
3269	LDB 	0.00014384	Londrina, Brazil
3270	PNI 	0.00014380	Pohnpei Intl, Micronesia
3271	ASP 	0.00014374	Alice Springs, Australia
3272	SIT 	0.00014353	Sitka Rocky Gutierrez, United States
3273	KTS 	0.00014336	Brevig Mission Airport, United States
3274	PIK 	0.00014314	Prestwick, United Kingdom
3275	FBS 	0.00014286	Friday Harbor Seaplane Base, United States
3276	BTT 	0.00014280	Bettles, United States
3277	SXR 	0.00014279	Srinagar, India
3278	VDS 	0.00014271	Airport, Norway
3279	IRA 	0.00014264	Ngorangora Airport, Solomon Islands
3280	YWB 	0.00014253	Kangiqsujuaq - Wakeham Bay Airport, Canada
3281	MEB 	0.00014220	Melbourne Essendon, Australia
3282	YKG 	0.00014196	Kangirsuk Airport, Canada
3283	HOG 	0.00014184	Frank Pais Intl, Cuba
3284	CYF 	0.00014126	Chefornak Airport, United States
3285	YIK 	0.00014107	Ivujivik Airport, Canada
3286	LGB 	0.00014095	Long Beach, United States
3287	OND 	0.00014073	Ondangwa Airport, Namibia
3288	NDU 	0.00014073	Rundu, Namibia
3289	YXP 	0.00014032	Pangnirtung, Canada
3290	HCR 	0.00014016	Holy Cross Airport, United States
3291	YXN 	0.00014001	Whale Cove Airport, Canada
3292	BOH 	0.00013983	Bournemouth, United Kingdom
3293	GSE 	0.00013981	Save, Sweden
3294	VNS 	0.00013942	Varanasi, India
3295	YNA 	0.00013924	Natashquan, Canada
3296	MBA 	0.00013913	Mombasa Moi Intl, Kenya
3297	YIF 	0.00013902	St Augustin Airport, Canada
3298	YAY 	0.00013887	St Anthony, Canada
3299	KKA 	0.00013869	Koyuk Alfred Adams Airport, United States
3300	SUR 	0.00013866	Summer Beaver Airport, Canada
3301	HYL 	0.00013850	Hollis Seaplane Base, United States
3302	YYH 	0.00013848	Taloyoak, Canada
3303	SEZ 	0.00013838	Seychelles Intl, Seychelles
3304	WNN 	0.00013815	Wunnumin Lake Airport, Canada
3305	YHI 	0.00013802	Ulukhaktok Holman, Canada
3306	TSR 	0.00013779	Traian Vuia, Romania
3307	YMO 	0.00013774	Moosonee, Canada
3308	CAK 	0.00013772	Akron Canton Regional Airport, United States
3309	SLA 	0.00013769	Salta, Argentina
3310	MDT 	0.00013769	Harrisburg Intl, United States
3311	ONG 	0.00013749	Mornington Island Airport, Australia
3312	SYR 	0.00013699	Syracuse Hancock Intl, United States
3313	VVC 	0.00013693	Vanguardia, Colombia
3314	KPN 	0.00013688	Kipnuk Airport, United States
3315	BHD 	0.00013660	Belfast City, United Kingdom
3316	MPL 	0.00013654	Mediterranee, France
3317	JCB 	0.00013653	Joacaba Airport, Brazil
3318	VTZ 	0.00013626	Vishakhapatnam, India
3319	YXE 	0.00013593	Saskatoon J G Diefenbaker Intl, Canada
3320	YCS 	0.00013590	Chesterfield Inlet Airport, Canada
3321	RFP 	0.00013526	Raiatea, French Polynesia
3322	OBU 	0.00013522	Kobuk Airport, United States
3323	GRZ 	0.00013505	Graz, Austria
3324	ZGU 	0.00013480	Gaua Island Airport, Vanuatu
3325	EMK 	0.00013479	Emmonak Airport, United States
3326	ZRJ 	0.00013465	Round Lake (Weagamow Lake) Airport, Canada
3327	PPS 	0.00013450	Puerto Princesa, Philippines
3328	FKB 	0.00013419	Baden Airpark, Germany
3329	BVI 	0.00013403	Birdsville Airport, Australia
3330	LOP 	0.00013399	Lombok International Airport, Indonesia
3331	MJV 	0.00013384	Murcia San Javier, Spain
3332	PHO 	0.00013344	Point Hope Airport, United States
3333	YFA 	0.00013327	Fort Albany Airport, Canada
3334	CRK 	0.00013317	Diosdado Macapagal International, Philippines
3335	YCU 	0.00013277	Zhangxiao, China
3336	YDF 	0.00013260	Deer Lake, Canada
3337	DYG 	0.00013258	Dayong Airport, China
3338	CTL 	0.00013252	Charleville, Australia
3339	YPH 	0.00013246	Inukjuak Airport, Canada
3340	ODS 	0.00013235	Odesa Intl, Ukraine
3341	VAO 	0.00013229	Suavanao Airport, Solomon Islands
3342	GOJ 	0.00013189	Nizhny Novgorod, Russia
3343	FMM 	0.00013171	Allgau, Germany
3344	YKU 	0.00013170	Chisasibi Airport, Canada
3345	PGD 	0.00013163	Charlotte County-Punta Gorda Airport, United States
3346	PFB 	0.00013143	Lauro Kurtz, Brazil
3347	GND 	0.00013143	Point Salines Intl, Grenada
3348	JQA 	0.00013141	Qaarsut Airport, Greenland
3349	PUQ 	0.00013130	Carlos Ibanez Del Campo Intl, Chile
3350	SXP 	0.00013117	Sheldon Point Airport, United States
3351	EUG 	0.00013117	Mahlon Sweet Fld, United States
3352	YWP 	0.00013117	Webequie Airport, Canada
3353	TBT 	0.00013110	Tabatinga, Brazil
3354	WWT 	0.00013108	Newtok Airport, United States
3355	JUV 	0.00013104	Upernavik Airport, Greenland
3356	IXE 	0.00013089	Mangalore, India
3357	ABL 	0.00013036	Ambler Airport, United States
3358	PNP 	0.00013028	Girua Airport, Papua New Guinea
3359	JHG 	0.00013017	Jinghong, China
3360	MGQ 	0.00012985	Aden Adde International Airport, Somalia
3361	CGY 	0.00012967	Cagayan De Oro, Philippines
3362	WNR 	0.00012963	Windorah Airport, Australia
3363	YTS 	0.00012958	Timmins, Canada
3364	GEG 	0.00012945	Spokane Intl, United States
3365	GBE 	0.00012936	Sir Seretse Khama Intl, Botswana
3366	CRD 	0.00012927	Comodoro Rivadavia, Argentina
3367	ICT 	0.00012920	Wichita Mid Continent, United States
3368	YFO 	0.00012899	Flin Flon, Canada
3369	YUD 	0.00012864	Umiujaq Airport, Canada
3370	NTL 	0.00012855	Newcastle Airport, Australia
3371	SKP 	0.00012846	Skopje, Macedonia
3372	CJC 	0.00012842	El Loa, Chile
3373	SHG 	0.00012829	Shungnak Airport, United States
3374	BAV 	0.00012815	Baotou Airport, China
3375	ERM 	0.00012815	Erechim Airport, Brazil
3376	KIJ 	0.00012807	Niigata, Japan
